GROUP_ID,WELL_CD,ROC_VOLTAGE,FLOW,PRESSURE_TH,TSTART
28,ACRUS1,1445-EB-0005.RM_PV,1445-F-0005.RM_PV,1445-P_TH-0005.RM_PV,29/06/2016 5:31
37,ALIS2,1117-EB-0002.RM_PV,1117-F-0002.RM_PV,1117-P_TH-0002.RM_PV,29/06/2016 5:31
23,ALLAM1,1251-EB-0002.RM_PV,1251-F-0002.RM_PV,1251-P_TH-0002.RM_PV,29/06/2016 5:32
47,ALLUN1,1033-EB-0005.RM_PV,1033-F-0005.RM_PV,1033-P_TH-0005.RM_PV,29/06/2016 5:34
47,ALLUN2,1033-EB-00010.RM_PV,1033-F-00010.RM_PV,1033-P_TH-00010.RM_PV,2/04/2017 0:24
47,ALLUN3,1033-EB-00015.RM_PV,1033-F-00015.RM_PV,1033-P_TH-00015.RM_PV,1/04/2017 20:37
34,AMYE2,1153-EB-00003.RM_PV,1153-F-00003.RM_PV,1153-P_TH-00003.RM_PV,23/09/2021 1:36
8,ANDR3,1204-EB-0011.RM_PV,1204-F-0011.RM_PV,1204-P_TH-0011.RM_PV,29/06/2016 5:32
8,ANDR4,1204-EB-0025.RM_PV,1204-F-0025.RM_PV,1204-P_TH-0025.RM_PV,29/06/2016 5:33
20,ANTH1,1471-EB-00001.RM_PV,1471-F-00001.RM_PV,1471-P_TH-00001.RM_PV,10/10/2019 3:35
20,ANTH2,1471-EB-00016.RM_PV,1471-F-00016.RM_PV,1471-P_TH-00016.RM_PV,2/05/2021 4:39
33,ARO2,1380-EB-00005.RM_PV,1380-F-00005.RM_PV,1380-P_TH-00005.RM_PV,28/09/2018 7:36
17,ARRA1,4205-EB-0001.RM_PV,4205-F-0001.RM_PV,4205-P_TH-0001.RM_PV,29/06/2016 5:34
17,ARRA_N1,4202-EB-0002.RM_PV,4202-F-0002.RM_PV,4202-P_TH-0002.RM_PV,5/07/2016 5:34
23,ASHBY1,3804-EB-0003.RM_PV,3804-F-0003.RM_PV,3804-P_TH-0003.RM_PV,29/06/2016 5:32
23,ASHBY3,3804-EB-0004.RM_PV,3804-F-0004.RM_PV,3804-P_TH-0004.RM_PV,29/06/2016 5:34
1,ASHBY4,3804-EB-0011.RM_PV,3804-F-0011.RM_PV,3804-P_TH-0011.RM_PV,29/06/2016 5:37
23,ASHN1,3804-EB-0010.RM_PV,3804-F-0010.RM_PV,3804-P_TH-0010.RM_PV,29/06/2016 5:40
41,AZTC1,1481-EB-00001.RM_PV,1481-F-00001.RM_PV,1481-P_TH-00001.RM_PV,1/12/2019 0:07
33,BAGU4,1390-EB-0009.RM_PV,1390-F-0009.RM_PV,1390-P_TH-0009.RM_PV,29/06/2016 5:33
33,BAGU5,1390-EB-0014.RM_PV,1390-F-0014.RM_PV,1390-P_TH-0014.RM_PV,29/06/2016 5:34
33,BAGU6,1390-EB-0015.RM_PV,1390-F-0015.RM_PV,1390-P_TH-0015.RM_PV,29/06/2016 6:31
33,BAGU7,1390-EB-00074.RM_PV,1390-F-00074.RM_PV,1390-P_TH-00074.RM_PV,1/09/2018 0:39
47,BALC1,1353-EB-0001.RM_PV,1353-F-0001.RM_PV,1353-P_TH-0001.RM_PV,29/06/2016 6:31
47,BALC2,1353-EB-0022.RM_PV,1353-F-0022.RM_PV,1353-P_TH-0022.RM_PV,29/06/2016 5:32
3,BALL1,1403-EB-0007.RM_PV,1403-F-0007.RM_PV,1403-P_TH-0007.RM_PV,29/06/2016 5:31
7,BANT1,1427-EB-00001.RM_PV,1427-F-00001.RM_PV,1427-P_TH-00001.RM_PV,17/09/2018 6:35
17,BARI1,1162-EB-0001.RM_PV,1162-F-0001.RM_PV,1162-P_TH-0001.RM_PV,29/06/2016 5:34
17,BARI3,1162-EB-0002.RM_PV,1162-F-0002.RM_PV,1162-P_TH-0002.RM_PV,29/06/2016 5:36
17,BARI4,1162-EB-0003.RM_PV,1162-F-0003.RM_PV,1162-P_TH-0003.RM_PV,29/06/2016 6:37
17,BARI6,1162-EB-0005.RM_PV,1162-F-0005.RM_PV,1162-P_TH-0005.RM_PV,29/06/2016 5:38
17,BARI8,1162-EB-0007.RM_PV,1162-F-0007.RM_PV,1162-P_TH-0007.RM_PV,29/06/2016 5:39
6,BARY1,1440-EB-00059.RM_PV,1440-F-00059.RM_PV,1440-P_TH-00059.RM_PV,21/11/2019 3:31
6,BARY10,1440-EB-0154.RM_PV,1440-F-0154.RM_PV,1440-P_TH-0154.RM_PV,29/06/2016 5:32
6,BARY11,1440-EB-0157.RM_PV,1440-F-0157.RM_PV,1440-P_TH-0157.RM_PV,29/06/2016 5:32
6,BARY13,1440-EB-0177.RM_PV,1440-F-0177.RM_PV,1440-P_TH-0177.RM_PV,29/06/2016 5:35
6,BARY14,1440-EB-0183.RM_PV,1440-F-0183.RM_PV,1440-P_TH-0183.RM_PV,29/06/2016 5:35
6,BARY15,1440-EB-0189.RM_PV,1440-F-0189.RM_PV,1440-P_TH-0189.RM_PV,29/06/2016 5:37
6,BARY17,1440-EB-0201.RM_PV,1440-F-0201.RM_PV,1440-P_TH-0201.RM_PV,29/06/2016 5:37
6,BARY3,1440-EB-0069.RM_PV,1440-F-0069.RM_PV,1440-P_TH-0069.RM_PV,29/06/2016 5:39
6,BARY4,1440-EB-0089.RM_PV,1440-F-0089.RM_PV,1440-P_TH-0089.RM_PV,29/06/2016 5:41
6,BARY6,1440-EB-0146.RM_PV,1440-F-0146.RM_PV,1440-P_TH-0146.RM_PV,29/06/2016 5:42
6,BARY7,1440-EB-0148.RM_PV,1440-F-0148.RM_PV,1440-P_TH-0148.RM_PV,29/06/2016 5:42
6,BARY8,1440-EB-0150.RM_PV,1440-F-0150.RM_PV,1440-P_TH-0150.RM_PV,29/06/2016 5:43
6,BARY9,1440-EB-0152.RM_PV,1440-F-0152.RM_PV,1440-P_TH-0152.RM_PV,29/06/2016 5:43
41,BCAT1,1461-EB-00001.RM_PV,1461-F-00001.RM_PV,1461-P_TH-00001.RM_PV,27/08/2019 11:47
41,BCAT2,1461-EB-00023.RM_PV,1461-F-00023.RM_PV,1461-P_TH-00023.RM_PV,7/11/2021 2:43
24,BECK1,1113-EB-0001.RM_PV,1113-F-0001.RM_PV,1113-P_TH-0001.RM_PV,29/06/2016 5:34
24,BECK2,1113-EB-0002.RM_PV,1113-F-0002.RM_PV,1113-P_TH-0002.RM_PV,29/06/2016 5:35
24,BECK3,1113-EB-0003.RM_PV,1113-F-0003.RM_PV,1113-P_TH-0003.RM_PV,29/06/2016 5:35
24,BECK6,1113-EB-00046.RM_PV,1113-F-00046.RM_PV,1113-P_TH-00046.RM_PV,4/02/2021 18:46
24,BECK7,1113-EB-00051.RM_PV,1113-F-00051.RM_PV,1113-P_TH-00051.RM_PV,9/05/2021 1:41
16,BECK8,1113-EB-00059.RM_PV,1113-F-00059.RM_PV,1113-P_TH-00059.RM_PV,27/04/2022 21:31
36,BIGL1,1030-EB-9438.RM_PV,1030-F-9438.RM_PV,1030-P_TH-9438.RM_PV,29/06/2016 5:34
47,BIGL100,1030-EB-8126.RM_PV,1030-F-8126.RM_PV,1030-P_TH-8126.RM_PV,29/06/2016 5:35
36,BIGL11,1030-EB-9434.RM_PV,1030-F-9434.RM_PV,1030-P_TH-9434.RM_PV,29/06/2016 5:39
36,BIGL12,1030-EB-9487.RM_PV,1030-F-9487.RM_PV,1030-P_TH-9487.RM_PV,29/06/2016 5:35
2,BIGL13,1030-EB-9439.RM_PV,1030-F-9439.RM_PV,1030-P_TH-9439.RM_PV,29/06/2016 5:36
2,BIGL131,1030-EB-00139.RM_PV,1030-F-00139.RM_PV,1030-P_TH-00139.RM_PV,29/06/2016 5:45
47,BIGL134,1030-EB-00218.RM_PV,1030-F-00218.RM_PV,1030-P_TH-00218.RM_PV,5/04/2017 5:22
6,BIGL135,1030-EB-00224.RM_PV,1030-F-00224.RM_PV,1030-P_TH-00224.RM_PV,23/03/2017 22:06
6,BIGL136,1030-EB-00229.RM_PV,1030-F-00229.RM_PV,1030-P_TH-00229.RM_PV,23/03/2017 22:09
6,BIGL137,1030-EB-00235.RM_PV,1030-F-00235.RM_PV,1030-P_TH-00235.RM_PV,23/03/2017 21:53
6,BIGL138,1030-EB-00240.RM_PV,1030-F-00240.RM_PV,1030-P_TH-00240.RM_PV,23/03/2017 22:46
21,BIGL139,1030-EB-00246.RM_PV,1030-F-00246.RM_PV,1030-P_TH-00246.RM_PV,10/10/2017 1:31
36,BIGL14,1030-EB-5107.RM_PV,1030-F-5107.RM_PV,1030-P_TH-5107.RM_PV,29/06/2016 5:47
36,BIGL140,1030-EB-00251.RM_PV,1030-F-00251.RM_PV,1030-P_TH-00251.RM_PV,10/10/2017 1:31
36,BIGL141,1030-EB-00256.RM_PV,1030-F-00256.RM_PV,1030-P_TH-00256.RM_PV,10/10/2017 2:31
36,BIGL142,1030-EB-00261.RM_PV,1030-F-00261.RM_PV,1030-P_TH-00261.RM_PV,10/10/2017 2:00
36,BIGL143,1030-EB-00266.RM_PV,1030-F-00266.RM_PV,1030-P_TH-00266.RM_PV,10/10/2017 7:31
47,BIGL144,1030-EB-00272.RM_PV,1030-F-00272.RM_PV,1030-P_TH-00272.RM_PV,20/12/2018 7:45
47,BIGL145,1030-EB-00277.RM_PV,1030-F-00277.RM_PV,1030-P_TH-00277.RM_PV,20/12/2018 5:51
47,BIGL146,1030-EB-00282.RM_PV,1030-F-00282.RM_PV,1030-P_TH-00282.RM_PV,20/12/2018 6:51
41,BIGL148,1030-EB-00294.RM_PV,1030-F-00294.RM_PV,1030-P_TH-00294.RM_PV,20/04/2021 9:55
41,BIGL149,1030-EB-00299.RM_PV,1030-F-00299.RM_PV,1030-P_TH-00299.RM_PV,20/04/2021 9:55
36,BIGL15,1030-EB-9442.RM_PV,1030-F-9442.RM_PV,1030-P_TH-9442.RM_PV,29/06/2016 5:34
41,BIGL150,1030-EB-00444.RM_PV,1030-F-00444.RM_PV,1030-P_TH-00444.RM_PV,11/06/2019 23:28
41,BIGL151,1030-EB-00587.RM_PV,1030-F-00587.RM_PV,1030-P_TH-00587.RM_PV,20/04/2021 9:56
41,BIGL152,1030-EB-00594.RM_PV,1030-F-00594.RM_PV,1030-P_TH-00594.RM_PV,20/04/2021 9:57
17,BIGL154,1030-EB-00610.RM_PV,1030-F-00610.RM_PV,1030-P_TH-00610.RM_PV,3/10/2021 7:08
36,BIGL157,1030-EB-00625.RM_PV,1030-F-00625.RM_PV,1030-P_TH-00625.RM_PV,10/08/2021 3:58
17,BIGL16,1030-EB-9437.RM_PV,1030-F-9437.RM_PV,1030-P_TH-9437.RM_PV,29/06/2016 5:48
42,BIGL17,1030-EB-9495.RM_PV,1030-F-9495.RM_PV,1030-P_TH-9495.RM_PV,29/06/2016 5:49
42,BIGL2,1030-EB-0375.RM_PV,1030-F-0375.RM_PV,1030-P_TH-0375.RM_PV,29/06/2016 5:50
36,BIGL20,1030-EB-9441.RM_PV,1030-F-9441.RM_PV,1030-P_TH-9441.RM_PV,29/06/2016 5:36
3,BIGL21,1030-EB-0396.RM_PV,1030-F-0396.RM_PV,1030-P_TH-0396.RM_PV,29/06/2016 5:38
36,BIGL22,1030-EB-0403.RM_PV,1030-F-0403.RM_PV,1030-P_TH-0403.RM_PV,29/06/2016 5:38
2,BIGL23,1030-EB-5108.RM_PV,1030-F-5108.RM_PV,1030-P_TH-5108.RM_PV,29/06/2016 5:50
36,BIGL24,1030-EB-5109.RM_PV,1030-F-5109.RM_PV,1030-P_TH-5109.RM_PV,29/06/2016 5:51
36,BIGL25,1030-EB-0401.RM_PV,1030-F-0401.RM_PV,1030-P_TH-0401.RM_PV,29/06/2016 5:52
42,BIGL26,1030-EB-9471.RM_PV,1030-F-9471.RM_PV,1030-P_TH-9471.RM_PV,29/06/2016 5:53
42,BIGL29,1030-EB-0417.RM_PV,1030-F-0417.RM_PV,1030-P_TH-0417.RM_PV,29/06/2016 5:54
42,BIGL3,1030-EB-10499.RM_PV,1030-F-10499.RM_PV,1030-P_TH-10499.RM_PV,29/06/2016 5:55
3,BIGL30,1030-EB-9363.RM_PV,1030-F-9363.RM_PV,1030-P_TH-9363.RM_PV,29/06/2016 5:39
47,BIGL31,1030-EB-0082.RM_PV,1030-F-0082.RM_PV,1030-P_TH-0082.RM_PV,29/06/2016 5:40
42,BIGL32,1030-EB-9472.RM_PV,1030-F-9472.RM_PV,1030-P_TH-9472.RM_PV,29/06/2016 5:56
36,BIGL33,1030-EB-5114.RM_PV,1030-F-5114.RM_PV,1030-P_TH-5114.RM_PV,29/06/2016 5:57
42,BIGL34,1030-EB-0425.RM_PV,1030-F-0425.RM_PV,1030-P_TH-0425.RM_PV,29/06/2016 5:58
36,BIGL35,1030-EB-9473.RM_PV,1030-F-9473.RM_PV,1030-P_TH-9473.RM_PV,29/06/2016 4:56
36,BIGL4,1030-EB-10049.RM_PV,1030-F-10049.RM_PV,1030-P_TH-10049.RM_PV,29/06/2016 4:56
36,BIGL41,1030-EB-5110.RM_PV,1030-F-5110.RM_PV,1030-P_TH-5110.RM_PV,29/06/2016 5:41
36,BIGL43,1030-EB-0433.RM_PV,1030-F-0433.RM_PV,1030-P_TH-0433.RM_PV,29/06/2016 4:58
42,BIGL44,1030-EB-5111.RM_PV,1030-F-5111.RM_PV,1030-P_TH-5111.RM_PV,29/06/2016 4:59
2,BIGL45,1030-EB-9458.RM_PV,1030-F-9458.RM_PV,1030-P_TH-9458.RM_PV,29/06/2016 5:00
36,BIGL46,1030-EB-5112.RM_PV,1030-F-5112.RM_PV,1030-P_TH-5112.RM_PV,29/06/2016 5:41
2,BIGL47,1030-EB-9486.RM_PV,1030-F-9486.RM_PV,1030-P_TH-9486.RM_PV,29/06/2016 5:42
36,BIGL5,1030-EB-9431.RM_PV,1030-F-9431.RM_PV,1030-P_TH-9431.RM_PV,29/06/2016 5:01
36,BIGL50,1030-EB-0083.RM_PV,1030-F-0083.RM_PV,1030-P_TH-0083.RM_PV,29/06/2016 5:34
36,BIGL52,1030-EB-5113.RM_PV,1030-F-5113.RM_PV,1030-P_TH-5113.RM_PV,29/06/2016 5:43
42,BIGL56,1030-EB-9389.RM_PV,1030-F-9389.RM_PV,1030-P_TH-9389.RM_PV,29/06/2016 5:44
36,BIGL6,1030-EB-9436.RM_PV,1030-F-9436.RM_PV,1030-P_TH-9436.RM_PV,29/06/2016 5:45
2,BIGL62,1030-EB-2592.RM_PV,1030-F-2592.RM_PV,1030-P_TH-2592.RM_PV,29/06/2016 6:03
42,BIGL63,1030-EB-9422.RM_PV,1030-F-9422.RM_PV,1030-P_TH-9422.RM_PV,29/06/2016 5:46
36,BIGL64,1030-EB-9425.RM_PV,1030-F-9425.RM_PV,1030-P_TH-9425.RM_PV,29/06/2016 5:02
36,BIGL66,1030-EB-9428.RM_PV,1030-F-9428.RM_PV,1030-P_TH-9428.RM_PV,29/06/2016 5:46
36,BIGL67,1030-EB-9426.RM_PV,1030-F-9426.RM_PV,1030-P_TH-9426.RM_PV,29/06/2016 5:03
2,BIGL68,1030-EB-9435.RM_PV,1030-F-9435.RM_PV,1030-P_TH-9435.RM_PV,29/06/2016 5:04
42,BIGL69,1030-EB-9470.RM_PV,1030-F-9470.RM_PV,1030-P_TH-9470.RM_PV,29/06/2016 5:48
2,BIGL7,1030-EB-5106.RM_PV,1030-F-5106.RM_PV,1030-P_TH-5106.RM_PV,29/06/2016 5:48
36,BIGL70,1030-EB-0368.RM_PV,1030-F-0368.RM_PV,1030-P_TH-0368.RM_PV,29/06/2016 5:35
36,BIGL71,1030-EB-9476.RM_PV,1030-F-9476.RM_PV,1030-P_TH-9476.RM_PV,29/06/2016 5:05
36,BIGL72,1030-EB-9477.RM_PV,1030-F-9477.RM_PV,1030-P_TH-9477.RM_PV,29/06/2016 5:49
2,BIGL75,1030-EB-9478.RM_PV,1030-F-9478.RM_PV,1030-P_TH-9478.RM_PV,29/06/2016 5:06
36,BIGL76,1030-EB-2593.RM_PV,1030-F-2593.RM_PV,1030-P_TH-2593.RM_PV,29/06/2016 5:36
42,BIGL77,1030-EB-2594.RM_PV,1030-F-2594.RM_PV,1030-P_TH-2594.RM_PV,29/06/2016 5:07
2,BIGL78,1030-EB-9479.RM_PV,1030-F-9479.RM_PV,1030-P_TH-9479.RM_PV,29/06/2016 5:08
36,BIGL8,1030-EB-9433.RM_PV,1030-F-9433.RM_PV,1030-P_TH-9433.RM_PV,29/06/2016 5:50
42,BIGL80,1030-EB-9481.RM_PV,1030-F-9481.RM_PV,1030-P_TH-9481.RM_PV,29/06/2016 5:09
36,BIGL81,1030-EB-9482.RM_PV,1030-F-9482.RM_PV,1030-P_TH-9482.RM_PV,29/06/2016 5:50
36,BIGL82,1030-EB-9483.RM_PV,1030-F-9483.RM_PV,1030-P_TH-9483.RM_PV,29/06/2016 5:10
36,BIGL83,1030-EB-9493.RM_PV,1030-F-9493.RM_PV,1030-P_TH-9493.RM_PV,29/06/2016 5:11
36,BIGL84,1030-EB-9497.RM_PV,1030-F-9497.RM_PV,1030-P_TH-9497.RM_PV,29/06/2016 5:39
36,BIGL85,1030-EB-9499.RM_PV,1030-F-9499.RM_PV,1030-P_TH-9499.RM_PV,29/06/2016 5:12
36,BIGL9,1030-EB-0382.RM_PV,1030-F-0382.RM_PV,1030-P_TH-0382.RM_PV,29/06/2016 5:51
36,BIGL92,1030-EB-10029.RM_PV,1030-F-10029.RM_PV,1030-P_TH-10029.RM_PV,29/06/2016 5:13
42,BIGL93,1030-EB-10022.RM_PV,1030-F-10022.RM_PV,1030-P_TH-10022.RM_PV,29/06/2016 5:14
36,BIGL94,1030-EB-10015.RM_PV,1030-F-10015.RM_PV,1030-P_TH-10015.RM_PV,29/06/2016 5:15
36,BIGL99,1030-EB-8142.RM_PV,1030-F-8142.RM_PV,1030-P_TH-8142.RM_PV,29/06/2016 5:17
27,BIND1,1245-EB-0001.RM_PV,1245-F-0001.RM_PV,1245-P_TH-0001.RM_PV,29/06/2016 5:31
27,BIND2,1245-EB-0006.RM_PV,1245-F-0006.RM_PV,1245-P_TH-0006.RM_PV,29/06/2016 5:33
27,BIND3,1245-EB-0008.RM_PV,1245-F-0008.RM_PV,1245-P_TH-0008.RM_PV,29/06/2016 5:34
27,BIND4,1245-EB-00020.RM_PV,1245-F-00020.RM_PV,1245-P_TH-00020.RM_PV,2/11/2020 5:22
27,BIND5,1245-EB-00035.RM_PV,1245-F-00035.RM_PV,1245-P_TH-00035.RM_PV,2/11/2020 3:39
3,BLW3,1415-EB-0034.RM_PV,1415-F-0034.RM_PV,1415-P_TH-0034.RM_PV,29/06/2016 5:33
19,BOBS1,1172-EB-0001.RM_PV,1172-F-0001.RM_PV,1172-P_TH-0001.RM_PV,29/06/2016 5:52
19,BOBS2,1172-EB-0003.RM_PV,1172-F-0003.RM_PV,1172-P_TH-0003.RM_PV,29/06/2016 5:18
19,BOBS3,1172-EB-0028.RM_PV,1172-F-0028.RM_PV,1172-P_TH-0028.RM_PV,29/06/2016 5:41
42,BOLAH1,1479-EB-00003.RM_PV,1479-F-00003.RM_PV,1479-P_TH-00003.RM_PV,29/06/2016 5:31
42,BOLAH2,1479-EB-00004.RM_PV,1479-F-00004.RM_PV,1479-P_TH-00004.RM_PV,29/06/2016 5:33
42,BOLAH3,1479-EB-00023.RM_PV,1479-F-00023.RM_PV,1479-P_TH-00023.RM_PV,16/07/2019 10:40
42,BOLAH5,1479-EB-00033.RM_PV,1479-F-00033.RM_PV,1479-P_TH-00033.RM_PV,2/04/2021 5:38
46,BOOK3,1350-EB-0147.RM_PV,1350-F-0147.RM_PV,1350-P_TH-0147.RM_PV,29/06/2016 5:33
46,BOOK8,1350-EB-0149.RM_PV,1350-F-0149.RM_PV,1350-P_TH-0149.RM_PV,29/06/2016 6:35
46,BOOKA1,1350-EB-0924.RM_PV,1350-F-0924.RM_PV,1350-P_TH-0924.RM_PV,29/06/2016 5:37
46,BOOKA2,1350-EB-0918.RM_PV,1350-F-0918.RM_PV,1350-P_TH-0918.RM_PV,29/06/2016 5:38
46,BOOKA4,1350-EB-0148.RM_PV,1350-F-0148.RM_PV,1350-P_TH-0148.RM_PV,29/06/2016 5:38
23,BOON2,1101-EB-0002.RM_PV,1101-F-0002.RM_PV,1101-P_TH-0002.RM_PV,29/06/2016 5:36
24,BOW1,1116-EB-0002.RM_PV,1116-F-0002.RM_PV,1116-P_TH-0002.RM_PV,29/06/2016 5:37
24,BOW2,1116-EB-0001.RM_PV,1116-F-0001.RM_PV,1116-P_TH-0001.RM_PV,29/06/2016 6:38
2,BOW3,1116-EB-00041.RM_PV,1116-F-00041.RM_PV,1116-P_TH-00041.RM_PV,22/05/2022 6:45
1,BROKA1,1474-EB-0004.RM_PV,1474-F-0004.RM_PV,1474-P_TH-0004.RM_PV,29/06/2016 5:35
1,BROKA11,1474-EB-0071.RM_PV,1474-F-0071.RM_PV,1474-P_TH-0071.RM_PV,29/06/2016 5:37
1,BROKA12,1474-EB-0079.RM_PV,1474-F-0079.RM_PV,1474-P_TH-0079.RM_PV,29/06/2016 5:39
1,BROKA14,1474-EB-00019.RM_PV,1474-F-00019.RM_PV,1474-P_TH-00019.RM_PV,29/06/2016 5:43
1,BROKA18,1474-EB-00086.RM_PV,1474-F-00086.RM_PV,1474-P_TH-00086.RM_PV,14/02/2019 4:53
1,BROKA21,1475-EB-00001.RM_PV,1475-F-00001.RM_PV,1475-P_TH-00001.RM_PV,19/02/2022 22:47
1,BROKA22,1474-EB-00099.RM_PV,1474-F-00099.RM_PV,1474-P_TH-00099.RM_PV,19/12/2021 20:49
1,BROKA23,1474-EB-00114.RM_PV,1474-F-00114.RM_PV,1474-P_TH-00114.RM_PV,8/12/2021 11:49
7,BROKA24,1474-EB-00119.RM_PV,1474-F-00119.RM_PV,1474-P_TH-00119.RM_PV,23/04/2022 2:52
1,BROKA3,1474-EB-0024.RM_PV,1474-F-0024.RM_PV,1474-P_TH-0024.RM_PV,29/06/2016 5:48
1,BROKA5,1474-EB-0066.RM_PV,1474-F-0066.RM_PV,1474-P_TH-0066.RM_PV,29/06/2016 5:49
1,BROKA9,1474-EB-0070.RM_PV,1474-F-0070.RM_PV,1474-P_TH-0070.RM_PV,29/06/2016 5:51
47,BROL1,1203-EB-0018.RM_PV,1203-F-0018.RM_PV,1203-P_TH-0018.RM_PV,29/06/2016 5:36
47,BROL3,1203-EB-0011.RM_PV,1203-F-0011.RM_PV,1203-P_TH-0011.RM_PV,29/06/2016 6:33
47,BROL4,1203-EB-0020.RM_PV,1203-F-0020.RM_PV,1203-P_TH-0020.RM_PV,29/06/2016 6:36
47,BROL5,1203-EB-0467.RM_PV,1203-F-0467.RM_PV,1203-P_TH-0467.RM_PV,29/06/2016 5:33
47,BROL6,1203-EB-00035.RM_PV,1203-F-00035.RM_PV,1203-P_TH-00035.RM_PV,5/08/2020 5:18
47,BROL7,1203-EB-00040.RM_PV,1203-F-00040.RM_PV,1203-P_TH-00040.RM_PV,5/08/2020 3:44
23,BRUM10,1160-EB-8450.RM_PV,1160-F-8450.RM_PV,1160-P_TH-8450.RM_PV,29/06/2016 5:31
23,BRUM12,1160-EB-8462.RM_PV,1160-F-8462.RM_PV,1160-P_TH-8462.RM_PV,29/06/2016 5:32
23,BRUM13,1160-EB-8548.RM_PV,1160-F-8548.RM_PV,1160-P_TH-8548.RM_PV,29/06/2016 5:34
23,BRUM14,1160-EB-00032.RM_PV,1160-F-00032.RM_PV,1160-P_TH-00032.RM_PV,21/04/2021 21:31
23,BRUM8,1160-EB-0029.RM_PV,1160-F-0029.RM_PV,1160-P_TH-0029.RM_PV,29/06/2016 5:35
42,BUNG2,4211-EB-0005.RM_PV,4211-F-0005.RM_PV,4211-P_TH-0005.RM_PV,29/06/2016 5:42
43,BURKE12,1110-EB-0720.RM_PV,1110-F-0720.RM_PV,1110-P_TH-0720.RM_PV,29/06/2016 5:40
43,BURKE4,1110-EB-0713.RM_PV,1110-F-0713.RM_PV,1110-P_TH-0713.RM_PV,29/06/2016 5:41
43,BURKE7,1110-EB-0673.RM_PV,1110-F-0673.RM_PV,1110-P_TH-0673.RM_PV,29/06/2016 5:41
43,BURKE8,1110-EB-0675.RM_PV,1110-F-0675.RM_PV,1110-P_TH-0675.RM_PV,29/06/2016 5:42
36,CALA1,1167-EB-0009.RM_PV,1167-F-0009.RM_PV,1167-P_TH-0009.RM_PV,29/06/2016 5:36
36,CALA3,1167-EB-0003.RM_PV,1167-F-0003.RM_PV,1167-P_TH-0003.RM_PV,29/06/2016 5:37
16,CARA2,1154-EB-00004.RM_PV,1154-F-00004.RM_PV,1154-P_TH-00004.RM_PV,2/06/2017 6:40
16,CARAK1,1154-EB-8514.RM_PV,1154-F-8514.RM_PV,1154-P_TH-8514.RM_PV,29/06/2016 5:43
33,CBRY1,1473-EB-0008.RM_PV,1473-F-0008.RM_PV,1473-P_TH-0008.RM_PV,29/06/2016 4:52
32,CDENZA1,1211-EB-00001.RM_PV,1211-F-00001.RM_PV,1211-P_TH-00001.RM_PV,29/06/2016 5:35
12,CHERO1,1422-EB-00039.RM_PV,1422-F-00039.RM_PV,1422-P_TH-00039.RM_PV,30/01/2020 5:38
12,CHERO2,1422-EB-00049.RM_PV,1422-F-00049.RM_PV,1422-P_TH-00049.RM_PV,16/10/2021 22:03
7,CHIN1,1468-EB-0001.RM_PV,1468-F-0001.RM_PV,1468-P_TH-0001.RM_PV,29/06/2016 5:44
42,CHIR1,1185-EB-0027.RM_PV,1185-F-0027.RM_PV,1185-P_TH-0027.RM_PV,29/06/2016 5:35
41,CHK1,2400-EB-0194.RM_PV,2400-F-0194.RM_PV,2400-P_TH-0194.RM_PV,29/06/2016 5:46
41,CHK10,2400-EB-0166.RM_PV,2400-F-0166.RM_PV,2400-P_TH-0166.RM_PV,29/06/2016 5:46
41,CHK2,2400-EB-0201.RM_PV,2400-F-0201.RM_PV,2400-P_TH-0201.RM_PV,29/06/2016 4:22
41,CHK4,2400-EB-0210.RM_PV,2400-F-0210.RM_PV,2400-P_TH-0210.RM_PV,29/06/2016 5:48
41,CHK9,2400-EB-0156.RM_PV,2400-F-0156.RM_PV,2400-P_TH-0156.RM_PV,29/06/2016 5:49
26,CM11,5800-EB-0190.RM_PV,5800-F-0190.RM_PV,5800-P_TH-0190.RM_PV,29/06/2016 5:33
10,CM13,5800-EB-0230.RM_PV,5800-F-0230.RM_PV,5800-P_TH-0230.RM_PV,29/06/2016 5:34
26,CM14B,5800-EB-0256.RM_PV,5800-F-0256.RM_PV,5800-P_TH-0256.RM_PV,29/06/2016 5:35
26,CM15,5800-EB-0241.RM_PV,5800-F-0241.RM_PV,5800-P_TH-0241.RM_PV,29/06/2016 5:36
34,CM16A,5800-EB-0304.RM_PV,5800-F-0304.RM_PV,5800-P_TH-0304.RM_PV,29/06/2016 5:36
34,CM17B,5800-EB-0325.RM_PV,5800-F-0325.RM_PV,5800-P_TH-0325.RM_PV,29/06/2016 5:38
10,CM19U,5800-EB-0843.RM_PV,5800-F-0843.RM_PV,5800-P_TH-0843.RM_PV,29/06/2016 5:38
10,CM1L,5800-EB-0850.RM_PV,5800-F-0850.RM_PV,5800-P_TH-0850.RM_PV,29/06/2016 5:39
10,CM1U,5800-EB-0007.RM_PV,5800-F-0007.RM_PV,5800-P_TH-0007.RM_PV,29/06/2016 5:40
6,CM2,5800-EB-0027.RM_PV,5800-F-0027.RM_PV,5800-P_TH-0027.RM_PV,29/06/2016 5:40
6,CM20,5800-EB-0454.RM_PV,5800-F-0454.RM_PV,5800-P_TH-0454.RM_PV,29/06/2016 5:40
26,CM21,5800-EB-0494.RM_PV,5800-F-0494.RM_PV,5800-P_TH-0494.RM_PV,29/06/2016 5:41
